frame_id,time,x,y,z,theta
111,1611047295.1795151,-0.08261502860428618,-0.32902520901518245,0.0,1.35328
112,1611047295.2785676,-0.08261457840574005,-0.3290231720374452,0.0,1.35328
113,1611047295.3803432,-0.08261413939854562,-0.3290211856963314,0.0,1.35328
114,1611047295.4783525,-0.08261371177923887,-0.3290192508810919,0.0,1.35328
115,1611047295.5783916,-0.08261329393694869,-0.32901736030314555,0.0,1.35328
116,1611047295.678528,-0.08261288614348841,-0.32901551519234473,0.0,1.35328
117,1611047295.7784107,-0.08261248805446134,-0.3290137139904249,0.0,1.35328
118,1611047295.8783145,-0.08261209989581683,-0.32901195771972136,0.0,1.35328
119,1611047295.9782999,-0.082611720217315,-0.3290102398184483,0.0,1.35328
120,1611047296.078819,-0.08261134930796059,-0.3290085615942426,0.0,1.35328
121,1611047296.1785753,-0.08261098688415935,-0.3290069217639479,0.0,1.35328
122,1611047296.2785535,-0.08261063318867805,-0.32900532142599176,0.0,1.35328
123,1611047296.3785229,-0.08261028690829378,-0.32900375463853837,0.0,1.35328
124,1611047296.4785,-0.08260994833933624,-0.32900222274236735,0.0,1.35328
125,1611047296.5785377,-0.08260961724579302,-0.32900072466961194,0.0,1.35328
126,1611047296.6785867,-0.08260929387842873,-0.32899926155488696,0.0,1.35328
127,1611047296.7786357,-0.08260897704234513,-0.32899782799173083,0.0,1.35328
128,1611047296.8786557,-0.08260866703436795,-0.32899642532316764,0.0,1.35328
129,1611047296.9788165,-0.08260836365614464,-0.32899505265172707,0.0,1.35328
130,1611047297.078716,-0.08260806716025684,-0.3289937111202454,0.0,1.35328
131,1611047297.178476,-0.08260777645508387,-0.3289923957895529,0.0,1.35328
132,1611047297.278561,-0.08260749183324453,-0.3289911079836388,0.0,1.35328
133,1611047297.378456,-0.08260721312650679,-0.32898984694131667,0.0,1.35328
134,1611047297.4783838,-0.08260694058495445,-0.32898861379412114,0.0,1.35328
135,1611047297.578464,-0.08260667320794501,-0.32898740401452425,0.0,1.35328
136,1611047297.6783009,-0.08260641128069085,-0.3289862188930037,0.0,1.35328
137,1611047297.7785788,-0.08260615465928658,-0.32898505777844245,0.0,1.35328
138,1611047297.8783138,-0.08260590358833625,-0.32898392177758085,0.0,1.35328
139,1611047297.9783456,-0.08250391501526799,-0.3289281200530767,0.0,1.3536968520205608
140,1611047298.0794694,-0.08176138480907413,-0.32612180504650773,0.0,1.354273532823447
141,1611047298.17834,-0.07952027950164192,-0.3173307230246998,0.0,1.3549952050552585
142,1611047298.2783399,-0.07597622264210221,-0.30336623442491584,0.0,1.3564359204102625
143,1611047298.378296,-0.07034098183988272,-0.2813380715334599,0.0,1.3594793016641804
144,1611047298.4796538,-0.06516832069689715,-0.2604640545425994,0.0,1.3620816342458995
145,1611047298.5783262,-0.05983324782959533,-0.23958040512815348,0.0,1.3655664667619205
146,1611047298.6783767,-0.054716899785426994,-0.21876609527493374,0.0,1.3688827558773173
147,1611047298.7784028,-0.04787151430011681,-0.19113605187695074,0.0,1.3737550864030794
148,1611047298.8785117,-0.041729873476381005,-0.1663701643084567,0.0,1.3783811013850182
149,1611047298.9786088,-0.03541781002849254,-0.14053709554413224,0.0,1.3847503241346475
150,1611047299.0784817,-0.029717968163384144,-0.11614073399700223,0.0,1.3888989517482024
151,1611047299.1784484,-0.02293068581754199,-0.0858952138573494,0.0,1.3950309453120033
152,1611047299.2787983,-0.01696858579397366,-0.05713241022906734,0.0,1.3992745266193534
153,1611047299.3793955,-0.009895691902188922,-0.025055296760076534,0.0,1.4019105578693527
154,1611047299.4793925,-0.0018940599798075997,0.01278079363810325,0.0,1.4044849016755268
155,1611047299.578201,0.0069644539217983276,0.05693080572786047,0.0,1.406037616663036
156,1611047299.679336,0.01650982103124537,0.10474389338361711,0.0,1.4094073596496797
157,1611047299.779564,0.02612781235540279,0.1535577752964561,0.0,1.4133661141793967
158,1611047299.8793657,0.03537878337772941,0.2022428178282076,0.0,1.4154254379904059
159,1611047299.9793935,0.04484822498392191,0.25105836758126543,0.0,1.4205109596160734
160,1611047300.079651,0.054198322807131716,0.3019931140203018,0.0,1.4241300352199238
161,1611047300.1788719,0.0635370963000609,0.3542135635289375,0.0,1.4274662872307993
162,1611047300.2787025,0.07229672262487465,0.40235995389953466,0.0,1.431497295534093
163,1611047300.3787334,0.08230958680743505,0.46177602370301146,0.0,1.4342792088166787
164,1611047300.4783466,0.0902756852824356,0.5160956655327653,0.0,1.433983712954155
165,1611047300.5783734,0.09882416485599413,0.5717884824677147,0.0,1.4355591083016843
166,1611047300.6783137,0.10666531197805701,0.6242475132337397,0.0,1.4373711908981506
167,1611047300.7794018,0.11634199857558668,0.6892891930734425,0.0,1.4384314204322795
168,1611047300.879392,0.12471923992708647,0.7477690961310751,0.0,1.4378044372636878
169,1611047300.9799387,0.13320703543005513,0.8069885006037459,0.0,1.4400853171186823
170,1611047301.0792892,0.14172294728178952,0.866592134032095,0.0,1.4428311233685482
171,1611047301.1812317,0.15012471690802429,0.9260173526485767,0.0,1.4441069716239712
172,1611047301.2788475,0.15774941093705225,0.9850209091791853,0.0,1.4454688143146823
173,1611047301.378595,0.16547504512063999,1.0448034843362044,0.0,1.4475429497523864
174,1611047301.4786325,0.17217781832484833,1.0994193458040626,0.0,1.4496540698494305
175,1611047301.5786452,0.18061187987509375,1.1664565247962966,0.0,1.4517267450881248
176,1611047301.6787336,0.18782312483062494,1.2279211432250456,0.0,1.4492563947204506
177,1611047301.778833,0.19551711096841687,1.290060641272349,0.0,1.448433511246698
178,1611047301.8785956,0.20212812195265242,1.346499089146263,0.0,1.4471818304285105
179,1611047301.9785976,0.21053302179860947,1.4150812230980334,0.0,1.4468831344186213
180,1611047302.0787816,0.218500126521729,1.478809550618828,0.0,1.4472901834837466
181,1611047302.1791322,0.22600664786796476,1.5421309933471812,0.0,1.4458065265716742
182,1611047302.2787182,0.23443604194280224,1.5990947532785773,0.0,1.4437013403942403
183,1611047302.3786986,0.24296948991727307,1.6676814425271171,0.0,1.4429258428711211
184,1611047302.4787242,0.25050603101390373,1.730055305137551,0.0,1.442915419302808
185,1611047302.5788765,0.2591383069168134,1.7928468632420047,0.0,1.4435663979539097
186,1611047302.6795053,0.2680872010282946,1.8558520930658098,0.0,1.4386194500143905
187,1611047302.7795122,0.2782430938495459,1.9191640663287342,0.0,1.4362120559358744
188,1611047302.8799741,0.2874463918694492,1.981748783540949,0.0,1.4329760466311139
189,1611047302.9791002,0.2970314947002486,2.044781730582519,0.0,1.432628696328142
190,1611047303.0785646,0.30521403165407446,2.1023523514185753,0.0,1.4310833104124334
191,1611047303.1785932,0.31644658320446095,2.1722839316508824,0.0,1.4287348344391273
192,1611047303.2797427,0.326670526262714,2.2352662011305746,0.0,1.4278603507786456
193,1611047303.3798788,0.33755106243074146,2.298568265373719,0.0,1.4276429824529495
194,1611047303.479664,0.3485077254871146,2.363071914125929,0.0,1.4290599173694454
195,1611047303.5783744,0.3590710420239289,2.4276304863721476,0.0,1.431711523908491
196,1611047303.6794412,0.37083987924435424,2.492662541397873,0.0,1.432848391313777
197,1611047303.7796032,0.381321567255944,2.558914640195887,0.0,1.4318990395869562
198,1611047303.8793812,0.3929686178077766,2.6253952535211553,0.0,1.4344300509274897
199,1611047303.9794183,0.4042130085867618,2.6926675324998044,0.0,1.4353034273457526
200,1611047304.079469,0.41609130019171336,2.7591211253163963,0.0,1.437532858888224
201,1611047304.178771,0.4271805733977091,2.825101934988118,0.0,1.4393505012042305
202,1611047304.278905,0.43712675712158977,2.883449147915803,0.0,1.4433549036422915
203,1611047304.379108,0.4475403784731408,2.95469329890084,0.0,1.44505666293867
204,1611047304.4792466,0.457633801858213,3.0180353902730386,0.0,1.4457678512468655
205,1611047304.579231,0.46352827149900283,3.0816371419919375,0.0,1.4504469246147327
206,1611047304.6790352,0.46872120973141723,3.1384041077299845,0.0,1.4545551542995196
207,1611047304.7789993,0.47561970258384345,3.206277905066478,0.0,1.4596561585078933
208,1611047304.8789122,0.4810692715273427,3.266982117960241,0.0,1.4628602021871293
209,1611047304.9797916,0.48909403185105765,3.3267793526393334,0.0,1.463430376815377
210,1611047305.078876,0.4963584574371925,3.3792545762622117,0.0,1.4644934881696052
211,1611047305.178522,0.5044218813614634,3.442213110527644,0.0,1.4641374955466055
212,1611047305.2785642,0.5117494495572448,3.497499199926032,0.0,1.464029703154502
213,1611047305.3786361,0.5189579682676848,3.550555862081672,0.0,1.462253106697338
214,1611047305.478523,0.5256189829249626,3.5973849834342806,0.0,1.4607448325719934
215,1611047305.5784862,0.5327604455528839,3.653348312467645,0.0,1.458553939746216
216,1611047305.6786492,0.5391834719010197,3.702176393591223,0.0,1.4561427280864723
217,1611047305.7801216,0.5454442024940391,3.7500226223722026,0.0,1.4554104813001973
218,1611047305.8783271,0.5513313141114979,3.792193978748372,0.0,1.4513814701679761
219,1611047305.9783595,0.5573765081190829,3.8424593537801086,0.0,1.451607280728429
220,1611047306.0783813,0.5630034513353874,3.8865201322180325,0.0,1.4511370419984597
221,1611047306.1790347,0.5685780143127628,3.9289255515515684,0.0,1.4492634519848249
222,1611047306.2796602,0.574804845958003,3.970363005320216,0.0,1.4488281281529394
223,1611047306.378478,0.5804283524562597,4.009942019321527,0.0,1.4465208951983999
224,1611047306.4797742,0.5851552717186581,4.047954905127381,0.0,1.4463042263210482
225,1611047306.5788128,0.5898360920569226,4.083926053613136,0.0,1.4430839433750413
226,1611047306.678771,0.5938904525624387,4.114604872602734,0.0,1.4396413373595256
227,1611047306.7788043,0.5993958380011168,4.149240873775742,0.0,1.4328174843147639
228,1611047306.8793871,0.602242810007385,4.178854140436684,0.0,1.4244233345323531
229,1611047306.9802732,0.6062711806407192,4.207097239422016,0.0,1.4145544894797342
230,1611047307.0789018,0.6078329807060753,4.231315889716667,0.0,1.403286444091643
231,1611047307.1789138,0.6104559298189985,4.259327908827747,0.0,1.3891116089635216
232,1611047307.2801096,0.612716628747562,4.284130747586347,0.0,1.3742488928936858
233,1611047307.378972,0.6146587065019873,4.308484203627463,0.0,1.3581432642803963
234,1611047307.4788291,0.6165328979769852,4.330466880597526,0.0,1.3408523084495532
235,1611047307.578828,0.6186232058120569,4.356158571078718,0.0,1.3216129890413113
236,1611047307.6801486,0.6218056004687716,4.380235246461398,0.0,1.3009834064350976
237,1611047307.780345,0.6241619922436579,4.405887631088479,0.0,1.2779768216659484
238,1611047307.8802872,0.6276811800870458,4.432794279517244,0.0,1.2528067984375648
239,1611047307.9802587,0.631699089204911,4.459197092703416,0.0,1.2259563306460697
240,1611047308.080364,0.6368560274464259,4.48464400002288,0.0,1.1997802704105889
241,1611047308.1790626,0.641721194707704,4.5106637544047725,0.0,1.170812088404882
242,1611047308.279187,0.6475952864045167,4.535055245520387,0.0,1.1420652365151205
243,1611047308.3790033,0.6546870747151293,4.564043018151941,0.0,1.1121880015490109
244,1611047308.4802217,0.6623587491093061,4.589645120533625,0.0,1.081767813829078
245,1611047308.5789702,0.671152303633335,4.615475374142442,0.0,1.0530007183639323
246,1611047308.6789763,0.6797757649676422,4.639177093068146,0.0,1.0251841119348557
247,1611047308.7800279,0.6905244945219408,4.666935690569404,0.0,0.9936146601389408
248,1611047308.8802037,0.7012085028063485,4.691679128895821,0.0,0.9643731891781426
249,1611047308.9790375,0.7124611122585196,4.7173379891177065,0.0,0.932615573320123
250,1611047309.0793946,0.723701193224324,4.739982449812189,0.0,0.9041404984730638
251,1611047309.1794221,0.7380695890816089,4.768382507200364,0.0,0.8676568745732661
252,1611047309.279526,0.7521665983216079,4.793673246165133,0.0,0.833340515111013
253,1611047309.3802626,0.7668101190905631,4.818129515874157,0.0,0.7990232284350992
254,1611047309.481847,0.7823136300552522,4.841542342496958,0.0,0.7668298919536607
255,1611047309.5792797,0.7982250826530197,4.865562979903553,0.0,0.7321396963906729
256,1611047309.6799204,0.8158556931290941,4.889616248278546,0.0,0.6976267279979499
257,1611047309.7804656,0.8338258943915497,4.91210577906628,0.0,0.6652371618505886
258,1611047309.8804114,0.8522157703016806,4.9341476751142075,0.0,0.6314313219087352
259,1611047309.9803157,0.8710872122476565,4.955448102707118,0.0,0.5973895727829033
260,1611047310.080272,0.8911073566197268,4.9759854028280035,0.0,0.5660863211685866
261,1611047310.1801004,0.9118148133365978,4.995927057975293,0.0,0.5326080060271497
262,1611047310.2802007,0.9331585435702441,5.015115244495402,0.0,0.4993649545370992
263,1611047310.3814902,0.9557070707699411,5.034401761956996,0.0,0.46484771001907915
264,1611047310.4813905,0.979221597650013,5.052656307550297,0.0,0.4311271675894761
265,1611047310.5790467,1.0028735117771073,5.070018234556716,0.0,0.3969332864644495
266,1611047310.679125,1.024803134383871,5.084872974713573,0.0,0.36738442325982373
267,1611047310.779471,1.0525524675169593,5.101912052981033,0.0,0.3305292036958026
268,1611047310.8795955,1.0772676368548078,5.11679731199121,0.0,0.2978673828390688
269,1611047310.9795182,1.1021168148854783,5.131125940614436,0.0,0.26503694670815114
270,1611047311.0793264,1.1266321490246118,5.143013335777417,0.0,0.2342444157363132
271,1611047311.1792438,1.1563618725957154,5.156248625188056,0.0,0.1993282497522456
272,1611047311.279369,1.1837334002483952,5.167749371501334,0.0,0.16512007975594264
273,1611047311.3793683,1.2119789871108089,5.178046583793875,0.0,0.13279866010553393
274,1611047311.4791257,1.2382742045337611,5.186543044733762,0.0,0.10435379324329841
275,1611047311.5791056,1.2698922410551785,5.1955105962270025,0.0,0.07250278051836277
276,1611047311.6790555,1.2987519596067036,5.202857478608521,0.0,0.04387066217852218
277,1611047311.7801027,1.3288851885758464,5.209222564837777,0.0,0.01618038789956058
278,1611047311.8801954,1.3587771724897115,5.2145384291895684,0.0,-0.009469439744374065
279,1611047311.9794912,1.3882979847246975,5.219137498577638,0.0,-0.035355406468770514
280,1611047312.0796092,1.4178668461749793,5.2222940592527936,0.0,-0.058799807331632155
281,1611047312.180076,1.447023980236674,5.2247945540433625,0.0,-0.08114562721732
282,1611047312.2801697,1.4779033097674041,5.225981717755071,0.0,-0.1045685248547474
283,1611047312.380267,1.5092443533539208,5.225846254896457,0.0,-0.12560062239034478
284,1611047312.4793117,1.5393989850621828,5.224840944508075,0.0,-0.1458514541861828
285,1611047312.5790293,1.5692505282121714,5.223056937535284,0.0,-0.1640608358266828
286,1611047312.6790648,1.5963826101381382,5.220541649979944,0.0,-0.17896212829149077
287,1611047312.7790036,1.6285419066429183,5.216765957094134,0.0,-0.19434936024252414
288,1611047312.8791354,1.658247131293075,5.212594122946367,0.0,-0.20849124597903404
289,1611047312.9790506,1.6872504644685131,5.208023525885877,0.0,-0.22077581405868385
290,1611047313.0790718,1.7134669982171677,5.2032542930849575,0.0,-0.23095563055239457
291,1611047313.179232,1.7451643529164729,5.197473789866832,0.0,-0.24284611575860984
292,1611047313.2805924,1.773815925830868,5.190990168200629,0.0,-0.249307453420274
293,1611047313.3793435,1.802535575628784,5.184400149991763,0.0,-0.25734282921289364
294,1611047313.4792054,1.8280678553734397,5.1779473393491635,0.0,-0.2621339036595833
295,1611047313.5804827,1.8593680027355497,5.169468667291866,0.0,-0.2652921154878604
296,1611047313.679447,1.8883079170593755,5.161482087676652,0.0,-0.26931774406335834
297,1611047313.7793324,1.9169891944688513,5.153271548459951,0.0,-0.27127598786385515
298,1611047313.879351,1.9452731656153834,5.1451131963077845,0.0,-0.27213204282338777
299,1611047313.9794178,1.9744845291793116,5.136975516512191,0.0,-0.27355214399478506
300,1611047314.0808058,2.003371435782385,5.128640220038438,0.0,-0.2748968369970867
301,1611047314.1806095,2.0317044409739164,5.120326369151067,0.0,-0.2757687820931161
302,1611047314.2807767,2.0612152707089324,5.111102265527034,0.0,-0.2784684461065361
303,1611047314.3798203,2.0895837872735994,5.101572417363995,0.0,-0.2794276169022875
304,1611047314.4795327,2.1187052441184573,5.0931708467004375,0.0,-0.28029152678279734
305,1611047314.5794914,2.1476312809134943,5.083465610274704,0.0,-0.28032618468938886
306,1611047314.6794508,2.1767276730167904,5.074661346266507,0.0,-0.28041229770885495
307,1611047314.780477,2.2056695444498846,5.065733889305542,0.0,-0.27979200539686966
308,1611047314.8794482,2.2339565628740874,5.057024513883736,0.0,-0.279172000737691
309,1611047314.9793386,2.2615564792849203,5.048671854132959,0.0,-0.28067724671600824
310,1611047315.0805447,2.289508919683242,5.039884452250269,0.0,-0.2807650875547365
311,1611047315.1807551,2.31837871828748,5.030285922798144,0.0,-0.2817368948331748
312,1611047315.2795243,2.3463000104678566,5.021220506051663,0.0,-0.2816713619576385
313,1611047315.3807063,2.374389470690628,5.012095619793512,0.0,-0.2791600827813508
314,1611047315.4807322,2.402535949261371,5.00314369136648,0.0,-0.27822441340682125
315,1611047315.5809102,2.4306253160818785,4.9935822881933065,0.0,-0.2731162034026843
316,1611047315.6809103,2.4585420025668325,4.984251459878539,0.0,-0.2669034698126006
317,1611047315.780941,2.487110544827772,4.974794967998026,0.0,-0.25998272834529057
318,1611047315.8808148,2.516096236542496,4.96504576869126,0.0,-0.25227871084092046
319,1611047315.9808152,2.5444804512076127,4.955855046096377,0.0,-0.24307351890774825
320,1611047316.0806282,2.573795217918452,4.946654320456841,0.0,-0.23584192735073395
321,1611047316.1806056,2.6030243564062174,4.937706222552019,0.0,-0.22750560448678991
322,1611047316.2806098,2.632772139424306,4.928880854228217,0.0,-0.22027561828661898
323,1611047316.3806403,2.663469390720351,4.919693658475362,0.0,-0.21114482574264007
324,1611047316.4795609,2.694376718979064,4.911993504411983,0.0,-0.20459272783039767
325,1611047316.5794225,2.7251338773967464,4.903491954212529,0.0,-0.194974360946186
326,1611047316.6796374,2.7558028917633632,4.89589225194577,0.0,-0.18823696646889893
327,1611047316.7794547,2.789038080740069,4.887974018302764,0.0,-0.1812686951347179
328,1611047316.8795023,2.8227673848100068,4.880995684378471,0.0,-0.17585299884162015
329,1611047316.9831629,2.8566619047655624,4.874133621827352,0.0,-0.172653289393148
330,1611047317.079703,2.891667426962921,4.867522218567257,0.0,-0.16972848059998952
331,1611047317.179688,2.9286316662574183,4.860778832446855,0.0,-0.16863826492160558
332,1611047317.2796931,2.97044393174553,4.853273446857774,0.0,-0.1675625038431971
333,1611047317.3795578,3.0127358415516956,4.8455795843849145,0.0,-0.167456600659531
334,1611047317.4795532,3.055490176020907,4.837733015435047,0.0,-0.1682558457608663
335,1611047317.5809386,3.0981877625600593,4.830018503150014,0.0,-0.1700154233958593
336,1611047317.6797032,3.1414845299605165,4.8219585428943725,0.0,-0.17222833402075682
337,1611047317.7795057,3.1839065612157085,4.814277975583473,0.0,-0.17496680310058
338,1611047317.8806305,3.225619277772333,4.80633664410983,0.0,-0.17768313944324984
339,1611047317.9806294,3.2686965119164078,4.798058649226791,0.0,-0.178992274452541
340,1611047318.0794175,3.313411295347826,4.790000191203592,0.0,-0.1817550943447378
341,1611047318.1793804,3.3583401601372063,4.7811994102229765,0.0,-0.18309123765039492
342,1611047318.2794237,3.4032311656812526,4.772621058436729,0.0,-0.1858542794870332
343,1611047318.3794565,3.4482551386499747,4.762972656285943,0.0,-0.18439224533847356
344,1611047318.4798422,3.4937979832093915,4.754324377397918,0.0,-0.18836682656262219
345,1611047318.5805955,3.538929374286167,4.744323709136639,0.0,-0.18901741565848498
346,1611047318.6795447,3.5838539694672114,4.735513693599953,0.0,-0.19228250325779778
347,1611047318.7795696,3.6287148723302254,4.725650898632167,0.0,-0.19295507021072894
348,1611047318.8797367,3.674282565386169,4.716129576585953,0.0,-0.19433902664093333
349,1611047318.9806495,3.720104235470621,4.707728311026806,0.0,-0.1927163682209118
350,1611047319.0807474,3.7664356748813037,4.698019560366373,0.0,-0.1938734759958865
351,1611047319.1797023,3.81230302018188,4.687726307766713,0.0,-0.19408449287689117
352,1611047319.2797136,3.857845405643617,4.678480180056123,0.0,-0.19736706912336155
353,1611047319.3795574,3.90274733361688,4.668769626553947,0.0,-0.19664345429859578
354,1611047319.479532,3.9477128081698676,4.659182061084962,0.0,-0.1966269288287143
355,1611047319.5807314,3.9948014766685476,4.649664842776776,0.0,-0.19568192469371237
356,1611047319.6797245,4.041951523302822,4.640058085827352,0.0,-0.19591235726466008
357,1611047319.7795398,4.088474957289783,4.6312502164721465,0.0,-0.19450705150211725
358,1611047319.8795726,4.136801251737574,4.622152910167676,0.0,-0.19498237574207644
359,1611047319.9807374,4.185910994285058,4.613270727079958,0.0,-0.19380645363992577
360,1611047320.0796988,4.235273717090555,4.604392775377301,0.0,-0.1945146034767689
361,1611047320.1795206,4.283386477532324,4.595375462047621,0.0,-0.1952165870781033
362,1611047320.279633,4.331650911411908,4.586134639315167,0.0,-0.19520856388273808
363,1611047320.3795524,4.382998346426424,4.577461545678056,0.0,-0.19542268534251697
364,1611047320.4796615,4.438381555035504,4.565286434046086,0.0,-0.19664340214758674
365,1611047320.5796978,4.497595560190413,4.555257892791428,0.0,-0.198222997465956
366,1611047320.6797218,4.557105662254081,4.544743447560744,0.0,-0.19956511420653264
367,1611047320.7794704,4.617278852277533,4.5336362451298164,0.0,-0.19900405060077525
368,1611047320.8794904,4.676960436711794,4.521634923469372,0.0,-0.19751870756504333
369,1611047320.9794526,4.737232351051503,4.510231338060609,0.0,-0.199327482898924
370,1611047321.07953,4.798175097859508,4.499054492289227,0.0,-0.1987336437858717
371,1611047321.1795206,4.8599347132438915,4.48647694229671,0.0,-0.2006139701988138
372,1611047321.2796175,4.922124589862011,4.474683674200189,0.0,-0.20051869301630582
373,1611047321.3796632,4.984685651698955,4.462598292272907,0.0,-0.19924012791253826
374,1611047321.4808755,5.0468879033661,4.450864799985342,0.0,-0.19913858528078587
375,1611047321.5809524,5.108849490819019,4.43948495183237,0.0,-0.2004496864065151
376,1611047321.6798139,5.170403368016014,4.428020099410225,0.0,-0.20128735639476622
377,1611047321.7796369,5.232363400224012,4.416242009762863,0.0,-0.20118047175335976
378,1611047321.8796072,5.293859798854522,4.404103312954064,0.0,-0.20089093622247697
379,1611047321.9796112,5.355334570313429,4.39166425305716,0.0,-0.20153433117462957
